Weapon_Used,Monetary_Damage,Gun_Laws,Moon_Phase,Weather
Knife,10.66973115,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,10.22371695,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,80.56659848,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
Knife,82.10243449,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,11.10471858,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,10.29103585,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,9.103722345,Strict_Gun_Laws,First_Quarter,Heavy_Fog
No_Weapon,9.534657928,Strict_Gun_Laws,Third_Quarter,Light_Fog
Blunt_Weapon,8.594835525,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,7.956706537,Strict_Gun_Laws,Full_Moon,Tornado
Knife,8.390385501,Strict_Gun_Laws,Full_Moon,Earthquake
Blunt_Weapon,79.79832034,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,10.74173415,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,79.87020307,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,11.75074566,Strict_Gun_Laws,Waxing_Gibbous,Light_Fog
Toy_Gun,9.147492536,Strict_Gun_Laws,Waning_Gibbous,Lightning_Storm
Blunt_Weapon,79.55620092,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,80.46124318,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,9.524299439,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,9.643757184,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,79.85758157,Strict_Gun_Laws,Third_Quarter,Light_Fog
Blunt_Weapon,79.67185081,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,9.64951925,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,9.366042787,Strict_Gun_Laws,Third_Quarter,Clear
Blunt_Weapon,9.359907585,Strict_Gun_Laws,Full_Moon,Clear
Toy_Gun,80.30240896,Strict_Gun_Laws,New_Moon,Clear
Knife,10.48874591,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,79.61661687,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,11.4497135,Strict_Gun_Laws,Full_Moon,Light_Fog
No_Weapon,9.322094097,Strict_Gun_Laws,Third_Quarter,Clear
Blunt_Weapon,8.549142785,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,78.47344735,Strict_Gun_Laws,Waning_Cresent,Lightning_Storm
No_Weapon,80.44922815,Strict_Gun_Laws,Third_Quarter,Clear
Knife,9.712729048,Strict_Gun_Laws,Waxing_Gibbous,Clear
No_Weapon,9.045529153,Strict_Gun_Laws,Waxing_Gibbous,Heavy_Fog
No_Weapon,9.140280163,Strict_Gun_Laws,Full_Moon,Clear
No_Weapon,80.16133855,Strict_Gun_Laws,Waxing_Gibbous,Heavy_Fog
No_Weapon,79.43968007,Strict_Gun_Laws,Waxing_Gibbous,Light_Rain
Knife,10.49791622,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,10.90023332,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,10.8598122,Strict_Gun_Laws,Waxing_Cresent,Light_Rain
Blunt_Weapon,11.44125814,Strict_Gun_Laws,New_Moon,Clear
Knife,9.804009293,Strict_Gun_Laws,Waning_Gibbous,Tornado
Blunt_Weapon,11.11650607,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,9.816960659,Strict_Gun_Laws,Waning_Cresent,Heavy_Fog
Toy_Gun,9.119030545,Strict_Gun_Laws,Waxing_Gibbous,Light_Fog
Knife,81.38378794,Strict_Gun_Laws,First_Quarter,Heavy_Fog
Blunt_Weapon,80.02741913,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,78.79878541,Strict_Gun_Laws,Third_Quarter,Clear
Knife,9.571926044,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,9.801435225,Strict_Gun_Laws,First_Quarter,Lightning_Storm
Blunt_Weapon,9.285877179,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,10.93904461,Strict_Gun_Laws,Waxing_Gibbous,Light_Fog
No_Weapon,8.853030146,Strict_Gun_Laws,Full_Moon,Light_Fog
Blunt_Weapon,10.35245572,Strict_Gun_Laws,Waning_Gibbous,Clear
No_Weapon,11.39773211,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,9.834798663,Strict_Gun_Laws,Waning_Cresent,Light_Rain
Blunt_Weapon,10.91238631,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,9.551657497,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,9.527131763,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
Blunt_Weapon,9.446478,Strict_Gun_Laws,New_Moon,Clear
Knife,10.8623624,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,10.16684557,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,9.008181723,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,9.718923255,Strict_Gun_Laws,Full_Moon,Light_Fog
No_Weapon,78.84514253,Strict_Gun_Laws,Waning_Cresent,Light_Rain
Toy_Gun,8.582252142,Strict_Gun_Laws,Full_Moon,Light_Fog
No_Weapon,10.96258348,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,80.03861631,Strict_Gun_Laws,Third_Quarter,Lightning_Storm
Blunt_Weapon,81.48388909,Strict_Gun_Laws,Waxing_Gibbous,Tornado
Toy_Gun,11.40388924,Strict_Gun_Laws,Waxing_Gibbous,Clear
No_Weapon,9.89957901,Strict_Gun_Laws,Waxing_Gibbous,Heavy_Fog
Blunt_Weapon,10.93481594,Strict_Gun_Laws,Full_Moon,Heavy_Fog
Knife,10.39789181,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,10.27695485,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,11.6295603,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,9.795025586,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,9.065555861,Strict_Gun_Laws,Waxing_Gibbous,Lightning_Storm
Blunt_Weapon,10.51870529,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,11.3301572,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
Knife,10.42610381,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,79.87593167,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,10.04506301,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,80.41474164,Strict_Gun_Laws,Waxing_Gibbous,Heavy_Fog
Blunt_Weapon,8.55917042,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,79.72579331,Strict_Gun_Laws,First_Quarter,Clear
No_Weapon,12.44955497,Strict_Gun_Laws,Third_Quarter,Clear
Blunt_Weapon,10.29044036,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,9.224719701,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,8.977244772,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,8.629451213,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,80.78231767,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,80.18339714,Strict_Gun_Laws,First_Quarter,Clear
Toy_Gun,80.72259124,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,78.84928465,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,9.585279093,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,79.4321741,Strict_Gun_Laws,Waxing_Gibbous,Light_Fog
No_Weapon,10.231192,Strict_Gun_Laws,Waxing_Gibbous,Clear
Blunt_Weapon,10.31251983,Strict_Gun_Laws,Waning_Cresent,Light_Rain
Blunt_Weapon,9.666676115,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,9.618335704,Strict_Gun_Laws,Waxing_Gibbous,Clear
No_Weapon,10.89242754,Strict_Gun_Laws,Waxing_Gibbous,Earthquake
Knife,9.798227758,Strict_Gun_Laws,Waxing_Gibbous,Clear
Blunt_Weapon,11.38995086,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,11.0320348,Strict_Gun_Laws,New_Moon,Clear
Knife,10.90813173,Strict_Gun_Laws,Waxing_Gibbous,Clear
Blunt_Weapon,10.84186568,Strict_Gun_Laws,Waxing_Gibbous,Light_Fog
No_Weapon,8.299196627,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,9.611416594,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,9.626880412,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,12.59911388,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,79.13176204,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,8.00104691,Strict_Gun_Laws,Full_Moon,Lightning_Storm
Toy_Gun,80.51535535,Strict_Gun_Laws,Waning_Cresent,Light_Fog
Toy_Gun,11.22378378,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,80.01348974,Strict_Gun_Laws,Waning_Gibbous,Hurricane
Knife,11.61534948,Strict_Gun_Laws,Full_Moon,Heavy_Fog
Knife,12.01015382,Strict_Gun_Laws,Waxing_Cresent,Heavy_Fog
Blunt_Weapon,9.9135858,Strict_Gun_Laws,Full_Moon,Hurricane
Toy_Gun,7.128138879,Strict_Gun_Laws,Waxing_Gibbous,Lightning_Storm
Toy_Gun,80.00502517,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,8.91794324,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,10.01178757,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,80.13299322,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,10.95003146,Strict_Gun_Laws,First_Quarter,Lightning_Storm
Toy_Gun,9.522742401,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,9.486245457,Strict_Gun_Laws,Waning_Gibbous,Clear
No_Weapon,9.549170903,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,9.170451301,Strict_Gun_Laws,Waning_Cresent,Light_Fog
No_Weapon,81.89277756,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,9.724079033,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,11.14245066,Strict_Gun_Laws,Waxing_Gibbous,Light_Rain
No_Weapon,10.92484643,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,10.68948527,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,8.465948599,Strict_Gun_Laws,New_Moon,Clear
Knife,9.063813109,Strict_Gun_Laws,Waxing_Gibbous,Clear
Blunt_Weapon,10.07250979,Strict_Gun_Laws,Full_Moon,Light_Fog
Blunt_Weapon,82.04723263,Strict_Gun_Laws,First_Quarter,Light_Fog
Blunt_Weapon,9.923374142,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,10.49437572,Strict_Gun_Laws,Third_Quarter,Clear
Knife,10.30669553,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,9.299896906,Strict_Gun_Laws,Full_Moon,Clear
Blunt_Weapon,10.61973854,Strict_Gun_Laws,Full_Moon,Hurricane
No_Weapon,10.34831289,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,10.11951545,Strict_Gun_Laws,Waxing_Gibbous,Heavy_Fog
Knife,10.07798782,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,9.050633091,Strict_Gun_Laws,First_Quarter,Clear
Toy_Gun,8.925622294,Strict_Gun_Laws,Third_Quarter,Heavy_Fog
Toy_Gun,78.82063042,Strict_Gun_Laws,Third_Quarter,Lightning_Storm
No_Weapon,9.267490866,Strict_Gun_Laws,Waxing_Gibbous,Clear
No_Weapon,79.54228511,Strict_Gun_Laws,Waxing_Gibbous,Light_Fog
Toy_Gun,10.15223062,Strict_Gun_Laws,Full_Moon,Earthquake
Toy_Gun,80.56549647,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,11.92199153,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,9.11027302,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,7.393570971,Strict_Gun_Laws,New_Moon,Clear
Knife,10.08236387,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,8.681572714,Strict_Gun_Laws,Third_Quarter,Light_Fog
No_Weapon,10.8564956,Strict_Gun_Laws,Waning_Cresent,Light_Rain
Blunt_Weapon,9.418299231,Strict_Gun_Laws,First_Quarter,Light_Fog
Blunt_Weapon,9.044299648,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,8.843499855,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,10.20808482,Strict_Gun_Laws,Waxing_Gibbous,Light_Rain
Toy_Gun,8.9941682,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,8.011860886,Strict_Gun_Laws,Full_Moon,Hurricane
Toy_Gun,8.937149755,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,11.23691013,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,10.40473043,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,9.356475289,Strict_Gun_Laws,Full_Moon,Earthquake
Blunt_Weapon,11.14569885,Strict_Gun_Laws,Waxing_Gibbous,Light_Rain
No_Weapon,10.27881673,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,9.225368025,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,9.003884585,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,10.45304252,Strict_Gun_Laws,First_Quarter,Clear
Toy_Gun,7.334978285,Strict_Gun_Laws,First_Quarter,Clear
Knife,78.8824935,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,9.620622772,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,10.67427976,Strict_Gun_Laws,Waning_Cresent,Light_Rain
No_Weapon,11.24299166,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,9.37613632,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,8.929879898,Strict_Gun_Laws,Full_Moon,Earthquake
Blunt_Weapon,10.60014041,Strict_Gun_Laws,Third_Quarter,Heavy_Fog
Blunt_Weapon,9.782402622,Strict_Gun_Laws,Waxing_Gibbous,Clear
Toy_Gun,10.68714656,Strict_Gun_Laws,First_Quarter,Clear
Knife,10.27152289,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,11.29075561,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,10.4099137,Strict_Gun_Laws,First_Quarter,Light_Fog
Blunt_Weapon,79.83624325,Strict_Gun_Laws,First_Quarter,Clear
Knife,10.4080736,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,81.38823746,Strict_Gun_Laws,Waxing_Cresent,Light_Rain
Blunt_Weapon,9.881423505,Strict_Gun_Laws,Full_Moon,Tornado
Toy_Gun,10.9201191,Strict_Gun_Laws,New_Moon,Clear
Knife,11.02124895,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,9.060876027,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,80.79402345,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,10.5470854,Strict_Gun_Laws,Third_Quarter,Clear
Knife,7.823680622,Strict_Gun_Laws,Third_Quarter,Heavy_Fog
Toy_Gun,8.921569667,Strict_Gun_Laws,Waning_Gibbous,Heavy_Fog
Blunt_Weapon,9.558649898,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,12.08864956,Strict_Gun_Laws,First_Quarter,Light_Rain
Toy_Gun,9.020967307,Strict_Gun_Laws,First_Quarter,Lightning_Storm
No_Weapon,10.84690159,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,10.52391232,Strict_Gun_Laws,Full_Moon,Light_Fog
No_Weapon,79.93527763,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,9.685985249,Strict_Gun_Laws,First_Quarter,Clear
Toy_Gun,79.00435186,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,10.48535291,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,10.92101122,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,8.28429484,Strict_Gun_Laws,Waning_Gibbous,Clear
Knife,9.831675458,Strict_Gun_Laws,New_Moon,Clear
Knife,10.327352,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
Toy_Gun,8.863329823,Strict_Gun_Laws,Waxing_Gibbous,Light_Fog
Toy_Gun,9.532791811,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,10.73710915,Strict_Gun_Laws,First_Quarter,Light_Fog
Toy_Gun,9.055479962,Strict_Gun_Laws,First_Quarter,Clear
Toy_Gun,12.06137226,Strict_Gun_Laws,Waxing_Cresent,Light_Rain
Toy_Gun,7.326066349,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,80.04543598,Strict_Gun_Laws,Third_Quarter,Heavy_Fog
Toy_Gun,9.635942582,Strict_Gun_Laws,Third_Quarter,Clear
Toy_Gun,81.67388171,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,11.51621274,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,9.890231586,Strict_Gun_Laws,Full_Moon,Lightning_Storm
Blunt_Weapon,11.01916302,Strict_Gun_Laws,First_Quarter,Clear
Knife,80.65394586,Strict_Gun_Laws,First_Quarter,Clear
Knife,80.06099773,Strict_Gun_Laws,Full_Moon,Light_Rain
Toy_Gun,80.19623404,Strict_Gun_Laws,Full_Moon,Clear
No_Weapon,10.70627486,Strict_Gun_Laws,Waning_Gibbous,Heavy_Fog
Toy_Gun,8.951839827,Strict_Gun_Laws,Third_Quarter,Light_Fog
Knife,10.77460542,Strict_Gun_Laws,Waning_Gibbous,Light_Fog
Knife,10.00247333,Strict_Gun_Laws,Waning_Gibbous,Lightning_Storm
Blunt_Weapon,10.6032458,Strict_Gun_Laws,First_Quarter,Light_Fog
Blunt_Weapon,78.68613718,Strict_Gun_Laws,New_Moon,Clear
Knife,8.934698702,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,9.194829345,Strict_Gun_Laws,Waning_Cresent,Clear
No_Weapon,10.65536525,Strict_Gun_Laws,Waxing_Gibbous,Clear
Blunt_Weapon,11.13094221,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,10.66364487,Strict_Gun_Laws,Waxing_Gibbous,Heavy_Fog
Blunt_Weapon,10.28006098,Strict_Gun_Laws,Full_Moon,Light_Fog
Knife,9.447619746,Strict_Gun_Laws,Waxing_Cresent,Light_Rain
No_Weapon,10.37934207,Strict_Gun_Laws,Waxing_Gibbous,Clear
No_Weapon,11.41557588,Strict_Gun_Laws,Waxing_Gibbous,Light_Rain
Toy_Gun,79.54341421,Strict_Gun_Laws,First_Quarter,Clear
Blunt_Weapon,10.36888056,Strict_Gun_Laws,New_Moon,Clear
Knife,80.45546027,Strict_Gun_Laws,First_Quarter,Tornado
Toy_Gun,80.72545513,Strict_Gun_Laws,Full_Moon,Light_Rain
Blunt_Weapon,78.92187705,Strict_Gun_Laws,Full_Moon,Clear
Knife,11.03189296,Strict_Gun_Laws,First_Quarter,Lightning_Storm
No_Weapon,81.47653449,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,9.33908954,Strict_Gun_Laws,Full_Moon,Earthquake
No_Weapon,9.944859425,Strict_Gun_Laws,Waxing_Gibbous,Clear
Toy_Gun,9.916031937,Strict_Gun_Laws,Third_Quarter,Heavy_Fog
Knife,9.259659487,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,10.64043894,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,9.521054839,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,7.991204611,Strict_Gun_Laws,Waning_Cresent,Heavy_Fog
No_Weapon,80.33679914,Strict_Gun_Laws,New_Moon,Clear
Knife,78.81532497,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,11.51055768,Strict_Gun_Laws,Waning_Gibbous,Clear
Blunt_Weapon,10.91195806,Strict_Gun_Laws,Waxing_Gibbous,Earthquake
Knife,9.304957966,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,9.510487821,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,10.30987725,Strict_Gun_Laws,Full_Moon,Light_Fog
Knife,10.29652422,Strict_Gun_Laws,Waxing_Gibbous,Hurricane
Knife,78.65331607,Strict_Gun_Laws,Third_Quarter,Clear
Knife,10.46732205,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,9.322991419,Strict_Gun_Laws,Full_Moon,Lightning_Storm
Toy_Gun,9.561508553,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,10.76002436,Strict_Gun_Laws,Full_Moon,Heavy_Fog
Toy_Gun,9.532059883,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
Knife,79.14800827,Strict_Gun_Laws,Waxing_Cresent,Clear
Knife,8.964448842,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,11.27672577,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,9.621813171,Strict_Gun_Laws,Waning_Gibbous,Light_Fog
Blunt_Weapon,9.941491742,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,9.682822774,Strict_Gun_Laws,First_Quarter,Heavy_Fog
Knife,10.81229494,Strict_Gun_Laws,Waxing_Gibbous,Hurricane
Knife,8.386372866,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,9.322578774,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
No_Weapon,9.422468072,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,9.543536331,Strict_Gun_Laws,Waning_Gibbous,Clear
Toy_Gun,9.75601884,Strict_Gun_Laws,Third_Quarter,Clear
Blunt_Weapon,9.990980372,Strict_Gun_Laws,Full_Moon,Clear
Toy_Gun,80.99048982,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
No_Weapon,11.53207788,Strict_Gun_Laws,Third_Quarter,Light_Fog
Knife,79.19926314,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,8.723966765,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,80.12701436,Strict_Gun_Laws,New_Moon,Light_Rain
No_Weapon,9.730760131,Strict_Gun_Laws,First_Quarter,Clear
Knife,9.778085061,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,82.02328195,Strict_Gun_Laws,First_Quarter,Light_Fog
No_Weapon,10.38009067,Strict_Gun_Laws,Third_Quarter,Light_Fog
No_Weapon,80.14705347,Strict_Gun_Laws,First_Quarter,Heavy_Fog
Knife,9.254499254,Strict_Gun_Laws,First_Quarter,Lightning_Storm
No_Weapon,11.4266632,Strict_Gun_Laws,Waning_Cresent,Light_Fog
Knife,9.570170319,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,9.875958019,Strict_Gun_Laws,New_Moon,Clear
Knife,8.879044375,Strict_Gun_Laws,Full_Moon,Hurricane
No_Weapon,9.801412463,Strict_Gun_Laws,Waning_Cresent,Lightning_Storm
Blunt_Weapon,8.118537109,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,10.64692957,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,10.85172254,Strict_Gun_Laws,Waxing_Cresent,Lightning_Storm
Blunt_Weapon,10.9769972,Strict_Gun_Laws,Waxing_Gibbous,Clear
Toy_Gun,10.55213504,Strict_Gun_Laws,Waxing_Gibbous,Tornado
Blunt_Weapon,78.77659657,Strict_Gun_Laws,Waxing_Cresent,Light_Rain
No_Weapon,11.56904821,Strict_Gun_Laws,Full_Moon,Lightning_Storm
Blunt_Weapon,80.52561023,Strict_Gun_Laws,Waning_Gibbous,Lightning_Storm
Blunt_Weapon,10.69354827,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,10.11386143,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,10.07740526,Strict_Gun_Laws,New_Moon,Clear
Knife,10.95413126,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,10.76025309,Strict_Gun_Laws,Waning_Cresent,Light_Fog
Knife,8.991715652,Strict_Gun_Laws,Waxing_Gibbous,Lightning_Storm
Blunt_Weapon,80.55413899,Strict_Gun_Laws,Waxing_Gibbous,Tornado
Toy_Gun,8.492009673,Strict_Gun_Laws,Full_Moon,Clear
No_Weapon,10.4112607,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,9.354871869,Strict_Gun_Laws,Waxing_Gibbous,Clear
Toy_Gun,9.248153158,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,10.04413963,Strict_Gun_Laws,Waning_Cresent,Light_Fog
Knife,9.613384458,Strict_Gun_Laws,Full_Moon,Light_Fog
Blunt_Weapon,80.03184733,Strict_Gun_Laws,Waxing_Gibbous,Heavy_Fog
No_Weapon,9.862389628,Strict_Gun_Laws,Waning_Gibbous,Lightning_Storm
No_Weapon,8.662532757,Strict_Gun_Laws,Full_Moon,Light_Fog
Toy_Gun,10.52642464,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,9.046211715,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,8.311383002,Strict_Gun_Laws,Full_Moon,Light_Fog
Blunt_Weapon,12.13610619,Strict_Gun_Laws,First_Quarter,Clear
Knife,10.37752344,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,10.31759375,Strict_Gun_Laws,Waning_Cresent,Light_Rain
Blunt_Weapon,10.23841839,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,10.04307608,Strict_Gun_Laws,Waning_Cresent,Clear
Blunt_Weapon,8.851231627,Strict_Gun_Laws,Waxing_Cresent,Clear
No_Weapon,10.88368708,Strict_Gun_Laws,Waxing_Cresent,Clear
Blunt_Weapon,79.78215775,Strict_Gun_Laws,Waning_Gibbous,Light_Fog
Blunt_Weapon,80.54985592,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,9.443424845,Strict_Gun_Laws,Waning_Cresent,Clear
Knife,9.710266151,Strict_Gun_Laws,Full_Moon,Hurricane
Knife,9.984847409,Strict_Gun_Laws,New_Moon,Clear
Blunt_Weapon,8.477420833,Strict_Gun_Laws,Full_Moon,Light_Fog
Knife,79.00233707,Strict_Gun_Laws,Third_Quarter,Clear
No_Weapon,11.3925735,Strict_Gun_Laws,Third_Quarter,Tornado
Knife,79.93539802,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,11.3701449,Strict_Gun_Laws,Waxing_Cresent,Clear
Toy_Gun,9.064306122,Strict_Gun_Laws,Waning_Cresent,Clear
Toy_Gun,8.747707664,Strict_Gun_Laws,Waxing_Gibbous,Clear
No_Weapon,10.15154038,Strict_Gun_Laws,Full_Moon,Earthquake
Knife,11.50739749,Strict_Gun_Laws,Full_Moon,Light_Rain
No_Weapon,9.398024721,Strict_Gun_Laws,Waxing_Gibbous,Clear
Knife,9.74076611,Strict_Gun_Laws,Waning_Gibbous,Light_Rain
Blunt_Weapon,8.774998305,Strict_Gun_Laws,New_Moon,Clear
Toy_Gun,9.679725948,Strict_Gun_Laws,First_Quarter,Light_Fog
Toy_Gun,9.033606295,Strict_Gun_Laws,Waning_Gibbous,Clear
Knife,11.22804993,Strict_Gun_Laws,Waning_Gibbous,Light_Fog
Knife,10.66096566,Strict_Gun_Laws,New_Moon,Clear
Knife,11.33642067,Strict_Gun_Laws,Third_Quarter,Clear
Blunt_Weapon,11.23210272,Strict_Gun_Laws,New_Moon,Clear
No_Weapon,9.018078356,Strict_Gun_Laws,Waning_Cresent,Clear
